MOLDOVIAN	40	Uncommon form of Moldovan.
NAI	40	barber.
TRUEFROG	40	insectivorous usually semiaquatic web-footed amphibian with smooth moist skin and long hind legs
WHITEASH	40	spreading American ash with leaves pale green or silvery beneath and having hard brownish wood
WOODBORER	40	any of various insects or larvae or mollusks that bore into wood
XALOSTOCITE	40	Synonym of rosolite.
XENOBIOLOGY	40	The speculative biology of extraterrestrial life forms.
XENOPS	40	Any of the tropical birds in the genera Xenops, Megaxenops and Microxenops, found in Central and South America.
YANKERS	43	plural of yanker
BLACKLUNG	20	lung disease caused by inhaling coal dust
CERATODUS	40	extinct lungfish
PERISTOLE	20	peristalsis, especially of the intestines
QADIS	35	plural of qadi
RECONFINES	43	third-person singular simple present indicative of reconfine
RECONFINED	43	simple past and past participle of reconfine
RECONFINING	43	present participle and gerund of reconfine
REHOISTED	40	simple past and past participle of rehoist
REHOISTS	40	third-person singular simple present indicative of rehoist
REHOIST	40	To hoist again.
REHOISTING	40	present participle and gerund of rehoist
TUBERCULA	20	plural of tuberculum
TUBERCULUM	20	tubercle
SOWTHISTLES	43	plural of sowthistle
DERY	40	A surname.
HOMOPHOBE	30	a person who hates or fears homosexual people
HOMOPHOBES	30	plural of homophobe
VAES	40	plural of vae
PFA	40	Initialism of Paper Football Association.
EISOPTROPHOBIA	40	Fear of seeing one’s reflection in a mirror.
TTAB	40	Initialism of Trademark Trial and Appeal Board: an adjudicatory body of the United States Patent and Trademark Office.
PANMUNJOM	40	A tiny, uninhabited hamlet in Korea, in the center of the demilitarized zone, where the North and South Korean governments meet.
OCEANA	40	An unincorporated community in Virginia Beach, Virginia, United States.
GOX	40	Alternative form of GOX (“gaseous oxygen”).
GROGNARD	40	An old soldier.
GROGNARDS	40	plural of grognard
SPHAGNUMMOSS	40	any of various pale or ashy mosses of the genus Sphagnum whose decomposed remains form peat
ICHTHYS	10	A stylized representation of a fish, used as a Christian symbol.
TIMBIT	40	A bite-sized doughnut ball sold at the Canadian Tim Hortons restaurant chain and sometimes jocularly regarded as an icon of Canadian culture.
ACBL	40	Initialism of American contract bridge league.
YAHK	40	A hamlet in the Regional District of Central Kootenay, British Columbia, Canada, not far from the United States border.
GAYHEART	40	An American surname from German.
LBD	40	Initialism of little black dress.
LBDS	40	plural of LBD
LEBKUCHEN	40	A traditional German Christmas biscuit form of gingerbread.
MATMEN	40	plural of matman
MOREHOUSE	40	A surname.
QIANA	40	A silky material made from nylon fibers.
WORKBOOTS	40	plural of workboot
MMU	40	Initialism of memory management unit.
MMUS	40	plural of MMU
MINERUN	40	not special in any way; lacking distinction
NSAID	40	an anti-inflammatory drug that does not contain steroids
RFRA	40	Acronym of Religious Freedom Restoration Act.
GALINA	40	A transliteration of the Bulgarian or Russian female given name Гали́на (Galína).
PURKINJECELL	40	a large densely branching neuron that is the characteristic cell of the cerebellar cortex
QAJAQ	40	Alternative form of kayak.
QIGONGS	40	plural of qigong
VEWY	40	Pronunciation spelling of very.
ORDINALLY	40	In an ordinal manner.
CHIU	40	A surname from Cantonese.
SMURFY	30	Short and blue.
HEMERALOPIA	40	inability to see clearly in bright light
DICKCHEESE	40	Penile smegma or accumulated dried-out semen underneath the foreskin.
REINVADE	40	To invade again.
REINVADES	40	third-person singular simple present indicative of reinvade
REINVADED	40	simple past and past participle of reinvade
REINVADING	40	present participle and gerund of reinvade
SMFH	5	Abbreviation of shaking my fucking head.
NEDVED	40	A surname from Czech.
USF	40	Initialism of Nintendo Ultra 64 Sound Format.
COLLISIONAL	40	Of or pertaining to collisions (especially between particles)
QESHM	15	An Iranian island in the Strait of Hormuz, the largest island in the Persian Gulf.
UNSTOW	40	To unload (stowed cargo) from a ship, etc.
UNSTOWS	40	third-person singular simple present indicative of unstow
UNSTOWED	40	simple past and past participle of unstow
UNSTOWING	40	present participle and gerund of unstow
CANADAJAY	40	a jay of northern North America with black-capped head and no crest; noted for boldness in thievery
OEMS	40	plural of OEM
NITZ	35	A surname.
PRELOADER	35	Agent noun of preload; one who, or that which, preloads.
ENGRISH	30	Ungrammatical, unorthographical or nonsensical English of the kind found in East Asia, notably in Japan.
TSENG	40	A surname.
HIRCOCERVUS	20	A mythical creature, half goat, half stag.
TRAGELAPH	20	Any member of the genus Tragelaphus of spiral-horned antelopes.
SAARC	35	Initialism of South Asian Association for Regional Cooperation.
ENDOPLASMIC	25	Of or relating to endoplasm.
OARFISHES	40	plural of oarfish
LUE	15	To sift using a sieve, particularly in mining tin or silver.
PIETS	15	plural of piet
HAGIN	35	A surname.
ETYMONS	40	plural of etymon
KIBIBYTE	30	a unit of information equal to 1024 bytes
MEBIBYTE	30	a unit of information equal to 1024 kibibytes or 2^20 (1,048,576) bytes
GIBIBYTE	30	a unit of information equal to 1024 mebibytes or 2^30 (1,073,741,824) bytes
TEBIBYTE	30	a unit of information equal to 1024 gibibytes or 2^40 (1,099,511,627,776) bytes
PEBIBYTE	30	a unit of information equal to 1024 tebibytes or 2^50 bytes
EXBIBYTE	30	a unit of information equal to 1024 pebibytes or 2^60 bytes
KIBIBYTES	30	plural of kibibyte
MEBIBYTES	30	plural of mebibyte
GIBIBYTES	30	plural of gibibyte
TEBIBYTES	30	plural of tebibyte
PEBIBYTES	30	plural of pebibyte
EXBIBYTES	30	plural of exbibyte
MISADDING	40	present participle and gerund of misadd
DEIFORM	40	Godlike.
EPEIRIC	35	Describing the part of a sea that lies over a continental shelf
JYOTI	35	A female given name from Sanskrit used in India.
COGNATIC	40	Of or relating to a mode of descent calculated from an ancestor or ancestress through any combination of male and female links, or a system of bilateral kinship where relations are traced through both father and mother.
PRERENDERING	40	present participle and gerund of prerender
TONSILLOLITH	30	A calculus that forms in the rear of the mouth, in the crevasses of the palatine tonsils.
TONSILLOLITHS	30	plural of tonsillolith
RECUSALS	40	plural of recusal
BUTTSEX	40	Alternative spelling of butt sex.
LOUISJOLIET	40	French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700)
GACK	35	A sharp, sudden sound from someone's throat while they're coughing, vomiting, gagging, etc.
SPITSBERGEN	35	islands in the Svalbard archipelago to the east of northern Greenland; belonging to Norway
JRPG	40	Initialism of Japanese role-playing game, a traditional genre of role-playing video game derived from design traditions originating in Japan; generally understood as involving a pre-determined story and player characters, a party of multiple controllable characters, and an emphasis on narrative and storytelling.
JRPGS	40	plural of JRPG
SERAILS	40	plural of serail
SCARRER	35	One who or that which scars.
SCARRERS	35	plural of scarrer
ONSHORES	40	third-person singular simple present indicative of onshore
ONSHORED	40	simple past and past participle of onshore
MEHS	40	plural of Meh
CREPEHANGER	40	Alternative form of crapehanger.
CRAPEHANGERS	40	plural of crapehanger
CREPEHANGERS	40	plural of crepehanger
RESPIRATORYINFECTION	40	any infection of the respiratory tract
GAPESEED	40	Alternative form of gape seed.
GAPESEEDS	40	plural of gapeseed
HERRIMAN	40	A surname.
DELAVEGA	35	A surname from Spanish.
DONDIEGO	35	A surname from Spanish.
TENZIN	40	A unisex given name from Tibetan.
GYATSO	40	A unisex given name from Tibetan.
VESICA	20	a distensible membranous sac (usually containing liquid or gas)
REULEAUX	25	A surname.
TENOROON	40	a tenor bassoon; pitched a fifth higher than the ordinary bassoon
TENOROONS	40	plural of tenoroon
AMPULLAS	35	plural of ampulla
FONES	43	plural of fone
GUANCIALE	40	An Italian dish of fatty bacon prepared from pig cheeks.
DLP	30	Initialism of dead letter-perfect: having learned one's lines with perfect accuracy.
STEREOISOMERS	40	plural of stereoisomer
SEATROUTS	30	plural of seatrout
OGG	35	An open bitstream container file format for audio, video, and other multimedia content.
VOB	25	Abbreviation of video object.
CARUNCLE	30	an outgrowth on a plant or animal such as a fowl's wattle or a protuberance near the hilum of certain seeds
CARUNCLES	30	plural of caruncle
UUT	25	a radioactive transuranic element, with atomic number 113
UUP	25	a radioactive transuranic element, with atomic number 115
UUS	25	plural of UU
OCTILLIONTH	40	The ordinal form of the number octillion.
HANDEDLY	40	Easily; with ease; misconstruction of handily.
LONGIES	35	knitted trousers for a baby or child
RAMZI	35	A male given name from Arabic.
SYED	35	Alternative spelling of Sayyid.
ELVISES	35	plural of Elvis
TETRAPLEX	35	A complex formed from four of the same moieties
TETRAPLEXES	35	plural of tetraplex
CHHATRI	40	An elevated dome-shaped pavilion in Indian architecture.
CHHATRIS	40	plural of chhatri
WTH	30	Initialism of what the hell or what the heck.
PLATINOIDS	30	plural of platinoid
VERGINA	40	A town in Imathia, Central Macedonia, northern Greece.
CLASTS	35	plural of clast
CLASTICROCK	35	(geology) a rock composed of broken pieces of older rocks
DESALVO	35	A surname from Italian.
ARNABONTEMPS	25	United States writer (1902-1973)
ZOOPRAXISCOPE	40	An instrument developed by Eadweard Muybridge in the 1870's, similar to the phenakistoscope. The instrument involves a disc that includes serial pictures being rotated in front of a light source, projecting them upon a screen, to exhibit the natural movements of animals and the like.
ZOOPRAXISCOPES	40	plural of zoopraxiscope
BILLIONAIRESS	35	A female billionaire.
BILLIONAIRESSES	35	plural of billionairess
MILLIONAIRESSES	35	plural of millionairess
SHIBUYA	4	A special ward of Tokyo prefecture, Japan that is surrounded by (clockwise from north) Shinjuku, Minato, Shinagawa, Meguro, Setagaya, Suginami, and Nakano special wards.
ANURIA	20	inability to urinate
UMPHREY	25	A surname.
UMPHREYS	25	plural of Umphrey
TARBOOSHES	40	plural of tarboosh
NAJAHAJE	40	cobra used by the Pharaohs as a symbol of their power over life and death
BLAD	35	A portfolio.
BLADS	35	plural of blad
MONE	25	To admonish; advise; explain.
DELAURENTIIS	40	A surname from Italian.
AKU	20	a Kwa language spoken by the Yoruba in southwestern Nigeria
WILDCATWELL	40	an exploratory oil well drilled in land not known to be an oil field
WILDCATTERS	40	plural of wildcatter
LAYDEN	35	A surname.
DIAGRID	40	A structure, used by some buildings, which is made up of triangles formed from beams of steel or sometimes other materials.
NOETHER	40	German mathematician (1882-1935)
VERCINGETORIX	39	72 BCE–46 BCE, the chieftain of the Arverni, leader of the great Gallic revolt against the Romans in 53–52 BCE.
PAUPERED	42	simple past and past participle of pauper
PAUPERING	42	present participle and gerund of pauper
EPL	28	Initialism of English Premier League.
KADIMA	38	A centrist political party in Israel.
REWS	15	plural of rew
CHELL	35	I shall
MERSEYBEAT	42	The characteristic style of music produced by pop groups from Merseyside between 1958 and 1964, typified by the Beatles.
SHIPLAPS	15	plural of shiplap
GEORGISM	40	An economic philosophy stating that things found in nature, most importantly land, belong equally to all. It is usually associated with the idea of a single tax on the value of land.
GEORGIST	40	A supporter of Georgism.
GEORGISTS	40	plural of Georgist
CHARLAINE	40	A female given name, variant of Charlene.
GRECIZING	40	present participle and gerund of grecize
SHROYER	38	A surname.
IDEOTYPE	39	A specimen identified as belonging to a specific taxon by the author of that taxon, but collected from somewhere other than the type locality
IDEOTYPES	39	plural of ideotype
SHANNONS	4	plural of Shannon.
MEZZ	40	Marijuana.
MEZZROW	40	A surname.
APODES	10	plural of apode
SATINPOD	5	Any of various plants in the genus Lunaria.
AXHANDLES	30	plural of axhandle
KROGERS	40	plural of Kroger
MISADAPT	42	To adapt in the wrong way.
MISADAPTS	42	third-person singular simple present indicative of misadapt
MISADAPTED	42	simple past and past participle of misadapt
MISADAPTING	42	present participle and gerund of misadapt
HETEROSEXISTS	40	plural of heterosexist
ISTJ	30	Initialism of introverted, sensing, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
ISFJ	30	Initialism of introverted, sensing, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
INFJ	30	Initialism of introverted, intuitive, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
INTJ	30	Abbreviation of interjection.
ISTP	30	Initialism of introverted, sensing, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ISFP	30	Initialism of introverted, sensing, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
INFP	30	Initialism of introverted, intuitive, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
INTP	30	Initialism of introverted, intuitive, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESTP	30	Initialism of extraverted, sensing, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESFP	30	Initialism of extraverted, sensing, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
ENFP	30	Initialism of extraverted, intuitive, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
ENTP	30	Initialism of extraverted, intuitive, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESTJ	30	Initialism of extraverted, sensing, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
ESFJ	30	Initialism of extraverted, sensing, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
ENFJ	30	Initialism of extraverted, intuitive, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
ENTJ	30	Initialism of extraverted, intuitive, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
AMBEER	25	The juice from chewing tobacco.
DRAGOMEN	42	plural of dragoman
GLUONIC	40	Of, pertaining to, or mediated by gluons.
MADAMEDESTAEL	30	French romantic writer (1766-1817)
PEASY	35	Resembling or characteristic of peas.
ACD	40	Initialism of antecedent-contained deletion.
AET	30	Alternative form of a.e.t..
BLACKBERRYS	30	plural of BlackBerry
BSN	5	Initialism of Bachelor of Science in Nursing.
BUECHNER	40	A surname.
GIGGLINGLY	30	In a giggling way.
HANKOW	30	Alternative form of Hankou.
HOMOLOGICAL	30	similar in evolutionary origin but not in function
HOMOLOGIZE	30	make homologous
HOMOLOGIZED	30	simple past and past participle of homologize
HOMOLOGIZES	30	third-person singular simple present indicative of homologize
HOMOPHONOUS	30	characteristic of the phenomenon of words of different origins that are pronounced the same way
INDIANRESERVATION	1	a reservation set aside for the use of Indians
LAGOMORPH	30	A member of the mammalian taxonomic order Lagomorpha: a hare, a rabbit, or a pika.
MFD	30	Abbreviation of manufactured.
NONCANCEROUS	20	Of a tumor, that is not cancerous; benign.
PRECOOLING	42	present participle and gerund of precool
STRATFORDONAVON	40	a town in central England on the River Avon; birthplace (and burial place) of William Shakespeare
TEARJERKING	40	Emotionally charged so as to induce sorrow.
TESTATRIXES	10	plural of testatrix
BOWFISH	7	To fish with a bow.
MAULIK	35	A male given name from Sanskrit used in India.
PRECOOL	42	To cool in advance.
AGAG	10	A Northwest Semitic name or title applied to a biblical king, possibly a dynastic name of the kings of Amalek.
LONSDALE	35	A surname.
SHAO	42	A surname.
LIBTARD	5	A pejorative term for a liberal
LIBTARDS	5	plural of libtard
SCATPORN	10	Pornography that features defecation.
UNDS	40	plural of und
FYROM	40	Acronym of former Yugoslav Republic of Macedonia, former long form of North Macedonia: a country in Southeastern Europe on the Balkan Peninsula.
VEP	40	Visual evoked potential.
BRU	31	bro; bra; term of address for a man
FOODFISHES	40	plural of foodfish
FYS	40	plural of FY
INTHA	39	An ethnic group of Myanmar.
RATFUCKING	40	present participle and gerund of ratfuck
SILS	37	Initialism of single-incision laparoscopic surgery.
MCU	40	Initialism of microcontroller unit.
SPARTY	40	The mascot of Michigan State University, usually depicted as a muscular male Spartan warrior or athlete dressed in stylized Greek costume.
PIERIAN	30	Of or relating to Pierides or Muses.
BUH	40	Pronunciation spelling of butt.
CHEMICS	30	plural of chemic
SPLOOSH	40	A heavy splashing sound.
SCAMANDER	43	A river in modern Turkey near the site of Troy.
FIBA	40	The International Basketball Federation.
ICHTHUS	40	Alternative form of ichthys.
AMIODARONE	30	an antiarrhythmic drug administered in the form of its hydrochloride C₂₅H₂₉I₂NO₃·HCl and used to treat life-threatening ventricular arrhythmia
ARDA	35	A river in Emilia-Romagna
RTOS	39	Initialism of real-time operating system.
NAZISPLOITATION	30	A subgenre of exploitation film that involves villainous Nazis committing criminal acts of a sexual nature, typically against people held in their concentration camps and prisons during World War II.
SUFFOSION	40	A geological process by which subsidence sinkholes or dolines are formed.
LDP	37	Initialism of limited driving privilege.
KCALS	39	plural of kcal
BBD	40	Initialism of bigger better deal: a potentially better romantic or sexual partner than one's current partner, for whom one may be on the lookout.
EYEFUCK	40	To ogle in a lecherous manner.
EYEFUCKS	40	third-person singular simple present indicative of eyefuck
EYEFUCKED	40	simple past and past participle of eyefuck
EYEFUCKING	40	present participle and gerund of eyefuck
HFCS	30	plural of HFC
REMELTED	34	simple past and past participle of remelt
COMICVERSES	30	plural of comicverse
YURY	40	Alternative form of Yuri.
MYXO	35	Myxomatosis.
MYXY	35	myxomatosis
ANIMES	30	plural of anime
ECC	30	(telecommunication) a coding system that incorporates extra parity bits in order to detect errors
FLYS	10	plural of fly, a type of carriage
ECF	30	liquid containing proteins and electrolytes including the liquid in blood plasma and interstitial fluid
CUMS	10	third-person singular simple present indicative of cum
ECM	30	electronic warfare undertaken to prevent or reduce an enemy's effective use of the electromagnetic spectrum
KURU	30	A chronic, progressive, fatal central nervous system disease found mainly among the Fore and neighboring peoples of New Guinea, caused by a prion that probably resembles the scrapie agent of sheep, transmissible to nonhuman primates, and believed to be transmitted by ritual cannibalism.
SOMEBODYS	10	plural of somebody
HANI	30	A Tibeto-Burman people living in Yunnan, China, Vietnam, and Laos, where they are also known as Ho.
CLITS	30	plural of clit
ECS	30	Initialism of enhanced chipset.
NCS	10	Initialism of neotenic complex syndrome.
FUCKHEAD	25	a stupid person; these words are used to express a low opinion of someone's intelligence
CANCERCELLS	40	plural of cancercell
POOD	20	a Russian unit of weight equal to approximately 36 pounds
TNF	40	Initialism of tumor necrosis factor.
JENNYS	10	plural of Jenny
FRG	30	a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990
KINDERGARTENER	40	a child who attends a preschool or kindergarten
HETER	40	Special permission from a rabbi to break a commandment.
DAGDA	30	chief Celtic god of the Tuatha De Danann; father of Angus Og and Brigit
KURUS	30	100 kurus equal 1 lira in Turkey
INJUNS	1	plural of injun
MUSLIMAH	30	a Muslim woman
VAGINALDISCHARGE	10	discharge of secretions from the cervical glands of the vagina; normally clear or white
OVERPRESSURE	40	a transient air pressure greater than the surrounding atmospheric pressure
GERMANYS	10	plural of Germany
RPAABB	40	an urban hit squad and guerrilla group of the Communist Party in the Philippines; formed in the 1980s
HFC	35	a fluorocarbon emitted as a by-product of industrial manufacturing
PADDYS	10	plural of Paddy.
JANUARYS	10	In January.
CJD	5	Initialism of Creutzfeldt-Jakob disease.
OUTVIE	35	be more of a rival than
WYS	10	Initialism of what you saying.
MUJAHIDIN	30	a military force of Muslim guerilla warriors engaged in a jihad
JAPANESEMAPLE	30	leaves deeply incised and bright red in autumn; Japan
ANALINTERCOURSE	5	intercourse via the anus, committed by a man with a man or woman
DARKNESSES	30	plural of darkness
ANTIQUEER	1	Opposed to queer (non-heterosexual) people.
MENORRHAGIA	40	Excessive menstrual flow but regularly timed.
COAGULASE	30	an enzyme that induces coagulation
FUCKINGS	10	plural of fucking
MUJAHEDEEN	30	a military force of Muslim guerilla warriors engaged in a jihad
PRUNUSARMENIACA	30	temperate zone tree bearing downy yellow to rosy fruits
ASTROCYTE	40	comparatively large neuroglial cell
ISLAMIZED	20	simple past and past participle of Islamize
JAPANESEAPRICOT	30	Japanese ornamental tree with fragrant white or pink blossoms and small yellow fruits
ANTIPHLOGISTIC	30	counteracting inflammation
MUJAHADEEN	30	a military force of Muslim guerilla warriors engaged in a jihad
MUJAHEDIN	30	a military force of Muslim guerilla warriors engaged in a jihad
AMENORRHEAL	30	related to the suppression of normal menstrual flow for any reason other than pregnancy
MICROSCOPIUM	44	a faint constellation in the Southern Hemisphere near Sagittarius and Capricornus
AIXLACHAPELLE	20	a city in western Germany near the Dutch and Belgian borders; formerly it was Charlemagne's northern capital
NEANDERTALS	30	plural of Neandertal
NUTMEGGERANIUM	40	geranium with round fragrant leaves and small white flowers
IGUANIDAE	20	New World lizards
POPULUSTRICHOCARPA	30	cottonwood of western North America with dark green leaves shining above and rusty or silvery beneath
DIARRHEIC	40	of or relating to diarrhea
NEVUSFLAMMEUS	40	a flat birthmark varying from pink to purple
JAPANESERADISH	30	radish of Japan with a long hard durable root eaten raw or cooked
MEXICANONYX	25	a hard compact kind of calcite
MUSTELUSCANIS	40	found along the Atlantic coast of the Americas
INDIANTAPIR	20	a tapir found in Malaya and Sumatra
VENAPULMONALIS	30	any of four veins that carry arterial blood from the lungs to the left atrium of the heart
INDIANRHODODENDRON	20	evergreen spreading shrub of India and southeastern Asia having large purple flowers
JAPANESEBEECH	30	a beech native to Japan having soft light yellowish-brown wood
GOMPHOTHERIIDAE	40	elephants extinct since the Pleistocene
LONICERAINVOLUCRATA	30	shrubby honeysuckle with purple flowers; western North America
ANOMIAEPHIPPIUM	30	thin-shelled bivalve having the right valve deeply notched
STAURIKOSAURUS	20	primitive dinosaur found in Brazil
MMHG	40	a unit of pressure equal to 0.001316 atmosphere; named after Torricelli
PREANAL	30	situated in front of the anus
SOMATOGENETIC	30	of or arising from physiological causes rather than being psychogenic in origin
INDIANPOTATO	20	very tall American perennial of central and the eastern United States to Canada having edible tuberous roots
JOHNDAVYS	30	English navigator who explored the Arctic while searching for the Northwest Passage (1550-1605)
INDIANLETTUCE	20	a plant of the genus Montia having edible pleasant-tasting leaves
LUSTRELESSNESS	40	the property of having little or no contrast; lacking highlights or gloss
BOLDFMRI	30	functional magnetic resonance imaging that relies on intrinsic changes in hemoglobin oxygenation
CHINKAPINOAK	20	medium-sized deciduous tree of the eastern United States that yields a strong durable wood
PISSIS	20	a mountain in the Andes in Argentina (22,241 feet high)
JAPANESECEDAR	30	tall evergreen of Japan and China yielding valuable soft wood
NIVOSE	40	fourth month of the Revolutionary calendar (December and January); the snowy month
INDIANBEAN	20	tree of the genus Catalpa with large leaves and white flowers followed by long slender pods
YELLOWBELLIEDTERRAPIN	25	freshwater turtle of United States and South America; frequently raised commercially; some young sold as pets
RACINGGIG	40	a light narrow racing boat for two or more oarsmen
SLATTERNLINESS	40	in the manner of a slattern
JAPANCURRENT	20	a warm ocean current that flows northeastwardly off the coast of Japan into the northern Pacific ocean
AZOTURIA	30	excess of urea in the urine
JAPANESEPLUM	30	yellow olive-sized semitropical fruit with a large free stone and relatively little flesh; used for jellies
GAYWINGS	40	Polygala paucifolia, a perennial flowering plant with pink and white flowers.
JAPANESECHESTNUT	30	a spreading tree of Japan that has a short trunk
ACARIDIASIS	30	infestation with itch mites
INDIANRATSNAKE	20	enter buildings in pursuit of prey
MUSCULUSBICEPSFEMORIS	20	the biceps muscle of the thigh; it flexes the knee and rotates the leg laterally
CHEMOSORPTION	32	adsorption (especially when irreversible) by means of chemical instead of physical forces
JAPANESEOAK	30	small evergreen tree of China and Japan
SJAELLAND	40	the largest island of Denmark and the site of Copenhagen
UROBILIN	30	brown bile pigment formed from urobilinogens and found in feces and in small amounts in urine
INDIANGRACKLE	20	glossy black Asiatic starling often taught to mimic speech
CLASSICALHAEMOPHILIA	40	hemophilia caused by a congenital deficiency of factor VIII; occurs almost exclusively in men
RAETAM	30	Alternative form of retem.
LONICERACAPRIFOLIUM	30	deciduous climbing shrub with fragrant yellow-white flowers in axillary whorls
NOTONECTAUNDULATA	30	predaceous aquatic insect that swims on its back and may inflict painful bites
PSEUDOTSUGAMENZIESII	40	lofty douglas fir of northwestern North America having short needles and egg-shaped cones
GOMPHOTHERIUM	40	type genus of the Gomphotheriidae
OCEANITESOCEANICUS	30	medium-sized storm petrel
MEROSTOMATA	40	used in some classifications; includes the orders Xiphosura and Eurypterida
PRECOCIOUSDENTITION	20	teething at an earlier age than expected
MUSCULUSANCONEUS	20	the muscle that extends the forearm and abducts the ulna in pronation of the wrist
EDECRIN	40	diuretic (trade name Edecrin) used to treat edema
TETRASKELE	40	a figure consisting of four stylized human arms or legs (or bent lines) radiating from a center
DIPSOSAURUSDORSALIS	5	small long-tailed lizard of arid areas of southwestern United States and northwestern Mexico
FEBRUARYS	10	plural of February
JAPANESEIRIS	30	iris native to Japan having large showy flowers
LLEWELYNPOWYS	20	British writer of essays; one of three literary brothers (1884-1939)
INDIANCURRANT	20	North American deciduous shrub cultivated for it abundant clusters of coral-red berrylike fruits
NIGGARDNESS	5	extreme stinginess
INDIANSALAD	20	showy perennial herb with white flowers; leaves sometimes used as edible greens in southeastern United States
SPONTANEOUSABORTION	1	a natural loss of the products of conception
MUSCICAPAGRISOLA	40	common European woodland flycatcher with greyish-brown plumage
SICKENINGNESS	40	extreme unpalatability to the mouth
AMENORRHOEAL	30	related to the suppression of normal menstrual flow for any reason other than pregnancy
INDIANPEA	20	European annual grown for forage; seeds used for food in India and for stock elsewhere
THEODOREFRANCISPOWYS	10	British writer of allegorical novels; one of three literary brothers (1875-1953)
MUSCULUSPECTORALIS	20	either of two large muscles of the chest
LONICERATATARICA	30	a honeysuckle shrub of southern Russia to central Asia
AGAPANTHUSAFRICANUS	30	African plant with bright green evergreen leaves and umbels of many usually deep violet-blue flowers
KUKLUXER	1	a member of the Ku Klux Klan
INDIANBREADROOT	20	densely hairy perennial of central North America having edible tuberous roots
MEGILP	40	a medium for oil-paints; linseed oil mixed with mastic varnish or turpentine
CHAULMOOGRATREE	20	East Indian tree with oily seeds yield chaulmoogra oil used to treat leprosy
HOMOHEIDELBERGENSIS	30	a type of primitive man who lived in Europe
ALASKANATIVE	20	a member or descendant of any of the aboriginal peoples of Alaska
FUCKINGEST	30	superlative form of fucking: most fucking
TONEGAWASUSUMU	30	Japanese molecular biologist noted for his studies of how the immune system produces antibodies (born in 1939)
GARDENERSGARTERS	40	perennial grass of marshy meadows and ditches having broad leaves; Europe and North America
CLASSFELLOW	40	classmate
GIARDIASIS	30	An infectious diarrheal disease in humans and mammals caused by the Giardia duodenalis parasite.
METHANAL	20	a colorless poisonous gas; made by the oxidation of methanol
PLEXUSCARDIACUS	40	a plexus of nerves supplying the heart and nearby structures
DHEGIHA	30	a branch of the Siouan languages
MUSCULUSINTERCOSTALIS	20	muscles between the ribs; they contract during inspiration
MUSCULUSBICEPSBRACHII	20	a muscle that flexes and supinates the forearm
MUSLIMAHS	30	plural of Muslimah
APUSAPUS	20	common European bird with a shrieking call that nests chiefly about eaves of buildings or on cliffs
WOMANOFTHESTREET	1	a woman who engages in sexual intercourse for money
CRIMINATIVE	30	charging or suggestive of guilt or blame
CANCERCELL	40	a cell that is part of a malignant tumor
ASTERNOVAEANGLIAE	30	common perennial of eastern North America having showy purplish flowers; a parent of the Michaelmas daisy
INDIANBUFFALO	20	upland buffalo of eastern Asia where true water buffaloes do not thrive; used for draft and milk
INDIANRELISH	20	a spicy condiment made of chopped fruits or vegetables cooked in vinegar and sugar with ginger and spices
INDIANMONGOOSE	20	keen-sighted viverrine of southern Asia about the size of a ferret; often domesticated
LEONTOCEBUSROSALIA	40	golden South American monkey with long soft hair forming a mane
UGLINESSES	30	plural of ugliness
SHIAHISLAM	20	one of the two main branches of orthodox Islam; mainly in Iran
INDIANPONY	20	a small native range horse
INDIANAS	5	plural of Indiana
CHEMISORPTIVE	30	having the capacity to adsorb by chemical as contrasted with physical forces
ORNITHOMIMID	30	Any of the family Ornithomimidae of dinosaurs.
THERMIONICVACUUMTUBE	30	electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope
PSIDIUMGUINEENSE	30	South American tree having fruit similar to the true guava
JAPANCEDAR	30	tall evergreen of Japan and China yielding valuable soft wood
AMENORRHOEIC	30	related to the suppression of normal menstrual flow for any reason other than pregnancy
EASTINDIANFIGTREE	20	East Indian tree that puts out aerial shoots that grow down into the soil forming additional trunks
KLUXER	1	a member of the Ku Klux Klan
OTITISINTERNA	30	inflammation of the inner ear; can cause vertigo and vomiting
ANORTHOPIA	30	distorted vision in which straight lines appear curved
ASPIDELAPSLUBRICUS	30	small widely distributed arboreal snake of southern Africa banded in black and orange
JAPANESESUMAC	30	small Asiatic tree yielding a toxic exudate from which lacquer is obtained
ZIZIPHUSLOTUS	40	shrubby deciduous tree of the Mediterranean region
